row_id,session_id,user_id,device_type,form_step,field_name,mouse_velocity_px_s,mouse_acceleration_px_s2,hesitation_time_ms,time_on_field_ms,click_count,rage_click,click_error_rate,scroll_jitter_count,correction_count,previous_attempts,cognitive_load_score,ui_action_triggered,session_abandoned
1501,SESS00162,USER9724,mobile,4,zip_code,74.86,135.41,1027.1,500.0,4,0,0.142,1,0,0,28.87,no_action,0
1502,SESS00162,USER9724,mobile,5,tax_id_number,203.45,75.16,323.8,1965.1,1,0,0.176,1,1,0,16.92,no_action,0
1503,SESS00162,USER9724,mobile,6,bank_account_number,177.39,109.26,517.1,897.6,4,0,0.528,0,0,0,25.52,no_action,0
1504,SESS00163,USER8290,tablet,1,employment_status,224.25,132.86,968.2,5837.2,2,0,0.282,1,1,2,25.49,no_action,0
1505,SESS00163,USER8290,tablet,2,employment_status,154.9,187.85,1346.9,1853.7,4,0,0.258,2,4,2,35.0,show_inline_hint,0
1506,SESS00163,USER8290,tablet,3,zip_code,262.93,254.0,1823.2,4348.7,6,0,0.174,4,0,0,40.52,show_inline_hint,0
1507,SESS00163,USER8290,tablet,4,phone_number,417.6,187.47,2079.1,2619.9,1,0,0.498,3,0,1,50.29,simplify_field,0
1508,SESS00163,USER8290,tablet,5,loan_amount,258.04,368.54,2101.3,7154.9,4,0,0.49,3,1,2,45.84,show_inline_hint,0
1509,SESS00163,USER8290,tablet,6,existing_debts,472.19,219.87,986.1,4001.9,1,0,0.376,1,1,0,40.39,show_inline_hint,0
1510,SESS00163,USER8290,tablet,7,phone_number,367.81,400.85,1092.0,500.0,1,0,0.16,3,1,2,33.03,show_inline_hint,0
1511,SESS00163,USER8290,tablet,8,annual_income,550.58,145.17,2512.5,5156.1,7,0,0.49,1,2,0,47.8,show_inline_hint,0
1512,SESS00163,USER8290,tablet,8,credit_score_range,346.61,237.33,1283.4,4790.9,9,0,0.38,2,1,1,44.93,show_inline_hint,0
1513,SESS00163,USER8290,tablet,8,zip_code,223.7,232.62,1781.0,5278.2,1,0,0.17,4,2,1,40.44,show_inline_hint,0
1514,SESS00164,USER9362,desktop,1,signature_confirmation,508.01,243.37,1885.0,4464.4,2,0,0.495,2,0,0,51.74,simplify_field,0
1515,SESS00164,USER9362,desktop,2,tax_id_number,236.12,362.97,1374.8,2864.0,3,0,0.538,5,1,1,47.42,show_inline_hint,0
1516,SESS00164,USER9362,desktop,3,bank_account_number,499.84,65.29,1471.6,7201.7,5,0,0.646,2,3,1,53.85,simplify_field,0
1517,SESS00164,USER9362,desktop,4,state,862.23,293.21,1124.5,8322.7,5,0,0.271,2,1,2,53.77,simplify_field,0
1518,SESS00164,USER9362,desktop,5,phone_number,365.0,160.71,1674.4,4707.7,6,0,0.362,0,1,0,45.96,show_inline_hint,0
1519,SESS00164,USER9362,desktop,6,existing_debts,467.06,265.66,570.8,5100.4,4,0,0.397,6,3,1,48.92,show_inline_hint,0
1520,SESS00164,USER9362,desktop,7,city,862.59,542.07,2169.6,4026.2,3,0,0.498,2,3,0,69.65,simplify_field,0
1521,SESS00164,USER9362,desktop,8,city,383.82,275.4,2003.1,2716.1,5,1,0.29,1,0,1,44.77,show_inline_hint,0
1522,SESS00164,USER9362,desktop,8,email,253.32,381.3,1860.8,8313.8,8,0,0.31,3,3,2,59.78,simplify_field,0
1523,SESS00164,USER9362,desktop,8,employment_status,289.53,320.94,3038.3,7983.3,4,0,0.512,4,2,3,61.85,simplify_field,0
1524,SESS00165,USER1918,desktop,1,state,265.47,159.68,398.0,1565.7,3,0,0.291,1,2,0,35.01,show_inline_hint,0
1525,SESS00165,USER1918,desktop,2,routing_number,292.19,202.85,120.3,4493.7,4,0,0.066,2,0,0,25.0,no_action,0
1526,SESS00165,USER1918,desktop,3,co_applicant_info,291.94,66.97,1059.8,3393.8,2,0,0.13,2,0,0,24.48,no_action,0
1527,SESS00165,USER1918,desktop,4,credit_score_range,73.98,201.86,403.3,3866.1,4,0,0.254,2,1,1,23.08,no_action,0
1528,SESS00165,USER1918,desktop,5,phone_number,219.12,228.81,1190.3,6995.1,4,0,0.083,5,1,0,38.27,show_inline_hint,0
1529,SESS00165,USER1918,desktop,6,loan_purpose,372.44,47.28,479.8,4746.4,3,0,0.162,1,2,0,28.43,no_action,0
1530,SESS00165,USER1918,desktop,7,phone_number,105.12,253.3,1603.6,4381.5,3,0,0.581,4,4,1,43.5,show_inline_hint,0
1531,SESS00165,USER1918,desktop,8,email,379.34,247.46,1642.4,3400.9,2,0,0.381,4,2,0,47.46,show_inline_hint,0
1532,SESS00166,USER8132,mobile,1,phone_number,239.21,128.15,841.5,1596.0,1,0,0.164,1,1,0,26.25,no_action,0
1533,SESS00166,USER8132,mobile,2,existing_debts,261.84,373.93,1304.0,4854.3,7,0,0.643,1,2,0,51.27,simplify_field,0
1534,SESS00166,USER8132,mobile,3,collateral_details,324.46,113.69,844.6,5145.3,1,0,0.1,1,1,0,23.45,no_action,0
1535,SESS00166,USER8132,mobile,4,employment_status,505.37,381.64,2097.4,3335.1,1,0,0.407,7,4,0,77.89,trigger_wizard_regeneration,0
1536,SESS00166,USER8132,mobile,5,co_applicant_info,190.26,120.83,1277.7,7121.5,7,0,0.508,2,1,0,28.54,no_action,0
1537,SESS00166,USER8132,mobile,6,signature_confirmation,407.85,277.11,1557.3,3321.6,3,0,0.214,1,1,2,41.04,show_inline_hint,0
1538,SESS00166,USER8132,mobile,7,collateral_details,575.54,211.42,1399.7,8131.5,1,0,0.374,3,0,1,44.11,show_inline_hint,0
1539,SESS00167,USER8698,mobile,1,tax_id_number,256.09,155.4,869.5,5364.7,1,0,0.299,1,0,1,23.44,no_action,0
1540,SESS00167,USER8698,mobile,2,annual_income,255.2,124.82,1420.1,5503.7,2,0,0.151,3,0,0,20.15,no_action,0
1541,SESS00167,USER8698,mobile,3,loan_purpose,322.96,65.22,678.2,4052.4,2,0,0.236,2,0,0,22.02,no_action,0
1542,SESS00167,USER8698,mobile,4,bank_account_number,244.4,207.6,1563.2,5015.9,6,0,0.081,1,1,1,34.98,show_inline_hint,0
1543,SESS00167,USER8698,mobile,5,date_of_birth,380.49,138.64,45.4,3185.8,3,0,0.277,2,0,0,28.94,no_action,0
1544,SESS00167,USER8698,mobile,6,city,183.02,76.9,1344.2,6139.8,1,0,0.379,1,1,2,20.12,no_action,0
1545,SESS00167,USER8698,mobile,7,loan_amount,287.39,231.68,944.6,7938.3,2,0,0.77,3,0,0,52.04,simplify_field,0
1546,SESS00167,USER8698,mobile,8,email,313.66,88.08,594.6,3957.3,1,0,0.19,1,0,0,14.57,no_action,0
1547,SESS00167,USER8698,mobile,8,co_applicant_info,379.09,432.22,2644.0,7500.4,3,0,0.38,1,6,3,59.09,simplify_field,0
1548,SESS00168,USER8116,mobile,1,annual_income,523.71,362.02,1219.1,2652.4,4,0,0.084,2,3,0,45.47,show_inline_hint,0
1549,SESS00168,USER8116,mobile,2,phone_number,611.65,432.72,1015.7,4785.4,6,0,0.342,4,4,2,56.33,simplify_field,0
1550,SESS00168,USER8116,mobile,3,employment_status,474.62,351.36,1437.2,4446.7,6,0,0.564,2,3,1,37.37,show_inline_hint,0
1551,SESS00168,USER8116,mobile,4,collateral_details,240.94,260.52,463.3,3369.0,3,0,0.172,1,1,0,24.55,no_action,0
1552,SESS00168,USER8116,mobile,5,loan_purpose,324.31,148.73,1134.2,2141.4,2,0,0.067,2,0,1,20.06,no_action,0
1553,SESS00168,USER8116,mobile,6,loan_purpose,601.83,103.23,938.8,3286.6,5,1,0.385,4,3,3,45.13,show_inline_hint,0
1554,SESS00168,USER8116,mobile,7,signature_confirmation,557.97,276.8,1152.4,1217.3,2,0,0.687,2,2,1,61.58,simplify_field,0
1555,SESS00168,USER8116,mobile,8,annual_income,289.73,301.69,968.8,6994.9,3,0,0.4,1,2,1,35.05,show_inline_hint,0
1556,SESS00168,USER8116,mobile,8,annual_income,426.28,286.89,1858.1,6317.6,2,0,0.485,3,3,1,48.59,show_inline_hint,0
1557,SESS00168,USER8116,mobile,8,date_of_birth,485.9,242.42,1978.3,4072.6,4,0,0.32,2,4,0,50.58,simplify_field,0
1558,SESS00169,USER5547,mobile,1,address_line1,400.52,77.95,745.3,1936.2,3,0,0.045,2,0,0,19.77,no_action,0
1559,SESS00169,USER5547,mobile,2,loan_amount,214.29,357.23,113.0,2168.3,3,0,0.692,2,0,0,33.09,show_inline_hint,0
1560,SESS00169,USER5547,mobile,3,employment_status,387.14,317.17,1863.7,3970.0,3,0,0.39,1,2,1,43.6,show_inline_hint,0
1561,SESS00169,USER5547,mobile,4,state,523.53,494.35,757.2,5334.9,2,0,0.372,7,2,1,57.08,simplify_field,0
1562,SESS00169,USER5547,mobile,5,credit_score_range,674.64,228.99,2133.9,2912.1,4,0,0.169,2,0,2,54.61,simplify_field,0
1563,SESS00169,USER5547,mobile,6,date_of_birth,361.54,98.96,1339.2,5888.7,1,0,0.049,0,3,0,29.71,no_action,0
1564,SESS00169,USER5547,mobile,7,date_of_birth,354.94,225.26,569.2,6259.1,1,0,0.215,1,6,0,38.35,show_inline_hint,0
1565,SESS00169,USER5547,mobile,8,routing_number,351.22,389.57,2090.0,7858.8,5,0,0.556,2,0,2,60.67,simplify_field,0
1566,SESS00169,USER5547,mobile,8,signature_confirmation,427.38,282.99,1039.8,4889.7,3,0,0.145,1,3,1,38.93,show_inline_hint,0
1567,SESS00169,USER5547,mobile,8,city,456.19,488.83,1490.1,5540.4,6,0,0.311,2,0,0,57.65,simplify_field,0
1568,SESS00169,USER5547,mobile,8,date_of_birth,503.49,430.4,1964.4,7059.2,10,0,0.608,4,0,0,71.37,simplify_field,0
1569,SESS00169,USER5547,mobile,8,loan_amount,461.93,312.01,2173.2,5563.6,5,0,0.424,2,5,0,52.99,simplify_field,0
1570,SESS00169,USER5547,mobile,8,loan_purpose,792.51,294.12,2493.6,6636.2,4,0,0.475,5,2,0,67.64,simplify_field,0
1571,SESS00170,USER5017,desktop,1,address_line1,128.26,70.36,686.0,500.0,3,0,0.248,1,0,0,26.36,no_action,0
1572,SESS00170,USER5017,desktop,2,zip_code,215.62,82.7,365.0,3558.9,1,0,0.335,0,0,1,20.66,no_action,0
1573,SESS00170,USER5017,desktop,3,employment_status,458.72,160.41,321.8,2320.2,1,0,0.145,1,0,1,20.29,no_action,0
1574,SESS00170,USER5017,desktop,4,date_of_birth,306.08,177.13,916.4,4212.2,7,0,0.097,1,1,1,34.59,show_inline_hint,0
1575,SESS00170,USER5017,desktop,5,zip_code,394.32,240.0,1331.7,3600.7,6,1,0.215,2,2,0,37.18,show_inline_hint,0
1576,SESS00170,USER5017,desktop,6,collateral_details,180.47,29.47,207.5,1759.3,3,0,0.262,0,0,0,16.3,no_action,0
1577,SESS00170,USER5017,desktop,7,city,168.79,231.03,504.0,500.0,2,0,0.047,3,1,1,22.57,no_action,0
1578,SESS00170,USER5017,desktop,8,bank_account_number,291.05,499.02,1054.7,5794.4,7,0,0.376,2,2,1,46.76,show_inline_hint,0
1579,SESS00170,USER5017,desktop,8,date_of_birth,446.38,323.76,763.3,4567.6,3,0,0.438,3,2,0,39.42,show_inline_hint,0
1580,SESS00171,USER7849,desktop,1,address_line1,331.51,306.78,1176.0,3415.8,2,0,0.165,3,3,2,42.44,show_inline_hint,0
1581,SESS00171,USER7849,desktop,2,email,313.0,240.5,794.8,2553.5,2,0,0.126,0,1,0,15.91,no_action,0
1582,SESS00171,USER7849,desktop,3,existing_debts,238.78,120.76,267.0,1592.3,1,0,0.2,3,1,0,17.6,no_action,0
1583,SESS00171,USER7849,desktop,4,employment_status,460.12,189.37,1254.9,1277.8,4,0,0.244,1,4,0,36.98,show_inline_hint,0
1584,SESS00171,USER7849,desktop,5,phone_number,442.34,242.0,1144.6,1445.1,1,0,0.154,0,0,2,40.24,show_inline_hint,0
1585,SESS00171,USER7849,desktop,6,credit_score_range,414.69,116.44,618.3,8508.5,4,0,0.092,2,0,0,17.29,no_action,0
1586,SESS00171,USER7849,desktop,7,loan_amount,382.16,246.05,608.5,2375.1,1,0,0.405,1,0,2,25.61,no_action,0
1587,SESS00171,USER7849,desktop,8,signature_confirmation,205.04,192.99,557.4,2533.4,1,0,0.033,3,0,0,16.38,no_action,0
1588,SESS00171,USER7849,desktop,8,tax_id_number,398.99,217.38,818.9,5279.1,2,0,0.495,0,0,0,30.04,show_inline_hint,0
1589,SESS00171,USER7849,desktop,8,loan_amount,408.1,432.77,1395.8,3249.1,4,0,0.624,2,3,0,51.84,simplify_field,0
1590,SESS00171,USER7849,desktop,8,routing_number,530.66,80.69,2010.6,4519.5,5,0,0.084,3,0,1,38.19,show_inline_hint,0
1591,SESS00172,USER7766,mobile,1,bank_account_number,185.29,68.23,617.1,2376.1,1,0,0.235,0,0,0,16.8,no_action,0
1592,SESS00172,USER7766,mobile,2,collateral_details,104.68,136.72,170.0,3172.3,1,0,0.41,0,1,0,24.91,no_action,0
1593,SESS00172,USER7766,mobile,3,date_of_birth,302.87,123.29,242.3,1815.2,1,0,0.598,0,0,0,33.54,show_inline_hint,0
1594,SESS00172,USER7766,mobile,4,zip_code,206.26,0.0,265.6,2800.6,3,0,0.057,0,0,0,18.75,no_action,0
1595,SESS00172,USER7766,mobile,5,annual_income,208.74,217.27,335.8,1824.3,5,1,0.135,1,0,0,28.31,no_action,0
1596,SESS00172,USER7766,mobile,6,collateral_details,209.9,15.91,472.9,3800.5,3,0,0.062,0,0,0,16.3,no_action,0
1597,SESS00172,USER7766,mobile,7,email,51.68,111.21,157.0,3450.5,2,0,0.099,2,1,0,3.5,no_action,0
1598,SESS00172,USER7766,mobile,8,loan_purpose,169.93,145.2,479.3,1392.9,1,0,0.144,0,0,0,24.24,no_action,0
1599,SESS00172,USER7766,mobile,8,collateral_details,288.68,231.75,1257.0,4290.6,6,0,0.473,1,0,1,35.84,show_inline_hint,0
1600,SESS00173,USER6612,desktop,1,loan_amount,399.81,279.5,1360.1,4082.1,9,0,0.442,2,2,0,58.05,simplify_field,0
1601,SESS00173,USER6612,desktop,2,tax_id_number,305.24,20.06,2468.3,4332.3,4,0,0.452,2,0,0,54.76,simplify_field,0
1602,SESS00173,USER6612,desktop,3,signature_confirmation,433.81,274.39,1357.0,5476.4,1,0,0.136,2,0,0,24.9,no_action,0
1603,SESS00173,USER6612,desktop,4,employment_status,578.14,177.76,2093.8,4313.4,4,0,0.3,4,0,0,49.73,show_inline_hint,0
1604,SESS00173,USER6612,desktop,5,routing_number,217.73,380.56,2547.1,1620.5,2,0,0.316,7,2,0,56.6,simplify_field,0
1605,SESS00173,USER6612,desktop,6,email,396.98,392.03,1390.6,4974.1,1,0,0.621,2,0,1,45.86,show_inline_hint,0
1606,SESS00173,USER6612,desktop,7,city,565.43,255.16,978.7,2831.6,9,1,0.257,5,2,1,44.54,show_inline_hint,0
1607,SESS00174,USER5008,mobile,1,loan_amount,416.99,249.31,492.3,3443.1,10,1,0.381,2,3,0,45.3,show_inline_hint,0
1608,SESS00174,USER5008,mobile,2,routing_number,275.38,155.4,1956.0,5721.2,5,0,0.492,3,4,0,41.78,show_inline_hint,0
1609,SESS00174,USER5008,mobile,3,bank_account_number,221.56,237.51,833.2,7639.9,6,0,0.373,2,2,0,34.73,show_inline_hint,0
1610,SESS00174,USER5008,mobile,4,city,571.89,201.33,2143.2,6220.7,5,0,0.364,6,2,2,61.38,simplify_field,0
1611,SESS00174,USER5008,mobile,5,full_name,232.45,165.33,1518.7,4990.6,4,0,0.465,4,2,1,50.09,simplify_field,0
1612,SESS00174,USER5008,mobile,6,routing_number,362.2,178.21,671.0,2853.0,3,0,0.205,1,2,1,32.01,show_inline_hint,0
1613,SESS00174,USER5008,mobile,7,loan_amount,452.81,233.31,0.0,5627.1,1,0,0.699,3,2,1,40.81,show_inline_hint,0
1614,SESS00174,USER5008,mobile,8,address_line1,501.69,314.05,1221.2,2612.2,2,0,0.502,3,2,2,55.95,simplify_field,0
1615,SESS00174,USER5008,mobile,8,email,484.74,316.82,1532.5,6620.4,5,0,0.752,3,2,0,56.59,simplify_field,0
1616,SESS00174,USER5008,mobile,8,bank_account_number,349.99,282.53,2695.0,4628.4,1,0,0.52,4,2,2,53.27,simplify_field,0
1617,SESS00175,USER5648,desktop,1,bank_account_number,316.55,133.4,565.7,2214.1,5,1,0.185,2,1,0,27.95,no_action,0
1618,SESS00175,USER5648,desktop,2,loan_amount,243.17,253.07,1316.2,1770.6,4,0,0.218,0,1,0,37.68,show_inline_hint,0
1619,SESS00175,USER5648,desktop,3,email,391.64,239.83,1346.3,3575.0,4,0,0.45,0,4,2,39.98,show_inline_hint,0
1620,SESS00175,USER5648,desktop,4,collateral_details,303.15,110.27,1063.5,3667.5,1,0,0.506,0,2,0,36.38,show_inline_hint,0
1621,SESS00175,USER5648,desktop,5,employment_status,507.27,315.11,1159.8,5381.0,3,0,0.152,0,0,1,39.27,show_inline_hint,0
1622,SESS00175,USER5648,desktop,6,collateral_details,421.14,390.24,1315.9,7760.2,2,0,0.326,2,1,3,50.13,simplify_field,0
1623,SESS00175,USER5648,desktop,7,city,268.36,172.13,1072.9,2583.3,1,0,0.479,3,1,0,25.86,no_action,0
1624,SESS00175,USER5648,desktop,8,loan_purpose,303.77,174.34,1937.5,2217.5,4,0,0.247,1,2,1,41.06,show_inline_hint,0
1625,SESS00175,USER5648,desktop,8,loan_amount,683.73,7.7,2698.9,10814.2,6,0,0.401,1,0,3,70.8,simplify_field,0
1626,SESS00175,USER5648,desktop,8,existing_debts,280.37,265.49,848.2,2737.7,2,0,0.46,1,1,0,34.95,show_inline_hint,0
1627,SESS00175,USER5648,desktop,8,existing_debts,290.11,203.73,1060.6,2660.2,2,0,0.275,3,1,0,44.01,show_inline_hint,0
1628,SESS00175,USER5648,desktop,8,existing_debts,487.78,285.23,1260.3,2158.5,8,1,0.271,2,2,0,64.57,simplify_field,0
1629,SESS00176,USER7882,desktop,1,date_of_birth,391.3,57.89,1016.5,2551.4,5,1,0.245,0,3,1,37.35,show_inline_hint,0
1630,SESS00176,USER7882,desktop,2,loan_purpose,136.8,180.68,980.2,4202.4,1,0,0.165,0,0,0,22.77,no_action,0
1631,SESS00176,USER7882,desktop,3,co_applicant_info,191.91,464.57,917.1,6185.4,7,0,0.161,1,1,1,34.39,show_inline_hint,0
1632,SESS00176,USER7882,desktop,4,existing_debts,490.75,129.45,1147.6,6070.8,2,0,0.046,0,1,0,38.31,show_inline_hint,0
1633,SESS00176,USER7882,desktop,5,loan_purpose,251.74,194.87,1361.5,3576.0,4,0,0.58,4,4,0,37.94,show_inline_hint,0
1634,SESS00176,USER7882,desktop,6,tax_id_number,389.91,141.39,474.0,4373.0,3,0,0.253,2,0,0,24.9,no_action,0
1635,SESS00176,USER7882,desktop,7,phone_number,343.22,275.65,1321.5,5468.5,2,0,0.063,0,1,2,33.5,show_inline_hint,0
1636,SESS00176,USER7882,desktop,8,full_name,328.83,142.5,1353.2,4750.6,2,0,0.715,2,2,1,43.17,show_inline_hint,0
1637,SESS00176,USER7882,desktop,8,email,141.63,220.15,508.0,6609.1,4,0,0.18,0,0,1,25.93,no_action,0
1638,SESS00176,USER7882,desktop,8,signature_confirmation,366.02,196.14,103.6,2075.3,2,0,0.119,1,1,5,36.43,show_inline_hint,0
1639,SESS00176,USER7882,desktop,8,full_name,319.01,95.79,1831.7,5117.6,5,0,0.587,3,1,0,32.99,show_inline_hint,0
1640,SESS00176,USER7882,desktop,8,state,28.04,48.04,1865.3,6156.8,3,0,0.34,3,3,2,26.66,no_action,0
1641,SESS00177,USER9981,desktop,1,tax_id_number,368.5,178.69,893.8,3677.7,2,0,0.399,2,1,0,32.51,show_inline_hint,0
1642,SESS00177,USER9981,desktop,2,collateral_details,434.24,221.51,729.5,6089.1,2,0,0.472,0,2,2,33.76,show_inline_hint,0
1643,SESS00177,USER9981,desktop,3,annual_income,249.71,91.04,872.9,1169.7,2,0,0.486,1,0,0,26.02,no_action,0
1644,SESS00177,USER9981,desktop,4,tax_id_number,294.8,256.72,803.4,2695.3,2,0,0.144,1,0,1,20.62,no_action,0
1645,SESS00177,USER9981,desktop,5,zip_code,394.09,285.75,711.5,5789.4,1,0,0.184,1,0,1,27.02,no_action,0
1646,SESS00177,USER9981,desktop,6,loan_amount,276.86,141.84,1311.5,6555.4,4,0,0.154,2,1,0,32.67,show_inline_hint,0
1647,SESS00177,USER9981,desktop,7,address_line1,233.59,188.76,1230.8,11080.2,3,0,0.463,1,1,2,45.31,show_inline_hint,0
1648,SESS00177,USER9981,desktop,8,signature_confirmation,347.98,346.86,1604.8,8279.2,5,0,0.38,1,0,1,52.42,simplify_field,0
1649,SESS00178,USER7647,desktop,1,city,45.41,139.22,1465.7,3274.2,3,0,0.349,2,1,1,32.88,show_inline_hint,0
1650,SESS00178,USER7647,desktop,2,existing_debts,232.98,352.3,0.0,7480.0,5,0,0.335,0,1,1,35.09,show_inline_hint,0
1651,SESS00178,USER7647,desktop,3,annual_income,316.52,317.67,2120.0,2268.2,4,0,0.742,3,2,3,54.33,simplify_field,0
1652,SESS00178,USER7647,desktop,4,co_applicant_info,317.93,160.89,1341.1,2615.5,3,0,0.341,1,1,1,33.94,show_inline_hint,0
1653,SESS00178,USER7647,desktop,5,collateral_details,232.95,327.72,2213.3,2087.1,4,0,0.34,4,3,2,46.44,show_inline_hint,0
1654,SESS00178,USER7647,desktop,6,routing_number,469.43,335.63,2416.6,4931.0,8,0,0.605,0,3,1,60.67,simplify_field,0
1655,SESS00178,USER7647,desktop,7,zip_code,248.33,363.89,658.4,5380.9,5,0,0.466,1,4,2,30.09,show_inline_hint,0
1656,SESS00178,USER7647,desktop,8,zip_code,610.04,499.14,1121.5,3631.5,9,1,0.504,2,1,1,64.8,simplify_field,0
1657,SESS00178,USER7647,desktop,8,tax_id_number,614.85,308.29,2104.3,5674.6,6,0,0.431,6,6,6,70.2,simplify_field,0
1658,SESS00179,USER9483,mobile,1,email,346.65,352.54,1012.6,4938.6,2,0,0.626,3,6,0,48.95,show_inline_hint,0
1659,SESS00179,USER9483,mobile,2,annual_income,410.94,512.62,1846.7,500.0,2,0,0.293,2,2,1,53.86,simplify_field,0
1660,SESS00179,USER9483,mobile,3,date_of_birth,641.8,303.08,1977.7,4758.7,2,0,0.572,3,0,0,55.86,simplify_field,0
1661,SESS00179,USER9483,mobile,4,routing_number,104.78,312.42,2282.8,5231.0,7,0,0.58,2,2,0,47.67,show_inline_hint,0
1662,SESS00179,USER9483,mobile,5,loan_amount,329.3,416.03,1989.8,4400.7,4,0,0.529,1,3,1,51.44,simplify_field,0
1663,SESS00179,USER9483,mobile,6,credit_score_range,294.04,201.5,1634.9,1619.1,2,0,0.568,2,5,0,54.18,simplify_field,0
1664,SESS00179,USER9483,mobile,7,tax_id_number,264.65,573.99,3263.6,9300.0,3,0,0.54,0,5,1,58.5,simplify_field,0
1665,SESS00179,USER9483,mobile,8,tax_id_number,545.76,866.54,2348.1,6164.9,2,0,0.141,3,2,1,76.8,trigger_wizard_regeneration,0
1666,SESS00179,USER9483,mobile,8,collateral_details,472.16,305.43,1111.4,8959.8,10,0,0.232,1,0,1,55.91,simplify_field,0
1667,SESS00180,USER5796,desktop,1,annual_income,160.92,47.97,216.2,500.0,1,0,0.237,0,0,0,7.96,no_action,0
1668,SESS00180,USER5796,desktop,2,credit_score_range,281.65,242.34,637.3,3644.9,3,0,0.142,1,0,2,24.77,no_action,0
1669,SESS00180,USER5796,desktop,3,routing_number,282.02,92.37,828.6,3475.8,1,0,0.565,2,1,1,28.01,no_action,0
1670,SESS00180,USER5796,desktop,4,collateral_details,86.53,30.79,89.2,3333.3,3,0,0.108,0,0,0,8.47,no_action,0
1671,SESS00180,USER5796,desktop,5,employment_status,353.61,69.09,597.2,691.0,1,0,0.173,2,0,0,16.8,no_action,0
1672,SESS00180,USER5796,desktop,6,annual_income,261.47,115.0,165.3,3366.2,2,0,0.207,1,0,0,15.2,no_action,0
1673,SESS00180,USER5796,desktop,7,full_name,443.59,322.64,682.6,813.6,1,0,0.358,0,1,2,43.29,show_inline_hint,0
1674,SESS00180,USER5796,desktop,8,address_line1,281.87,145.59,715.4,1826.8,1,0,0.057,0,1,0,27.78,no_action,0
1675,SESS00180,USER5796,desktop,8,collateral_details,473.02,182.07,841.3,1850.2,5,1,0.279,2,1,1,36.69,show_inline_hint,0
1676,SESS00180,USER5796,desktop,8,bank_account_number,618.79,443.91,2101.6,5111.8,9,0,0.463,4,1,3,67.65,simplify_field,0
1677,SESS00180,USER5796,desktop,8,zip_code,491.51,314.42,2355.1,4011.6,2,0,0.658,6,2,1,56.19,simplify_field,0
1678,SESS00181,USER4413,desktop,1,loan_amount,533.27,400.9,1529.6,7683.8,2,0,0.266,4,3,1,47.26,show_inline_hint,0
1679,SESS00181,USER4413,desktop,2,loan_purpose,385.64,504.11,1585.2,5192.1,6,0,0.391,2,4,1,57.58,simplify_field,0
1680,SESS00181,USER4413,desktop,3,city,448.74,397.56,1502.0,1922.4,5,1,0.437,1,2,0,48.12,show_inline_hint,0
1681,SESS00181,USER4413,desktop,4,annual_income,240.03,206.93,724.4,6843.2,3,0,0.576,1,1,0,33.55,show_inline_hint,0
1682,SESS00181,USER4413,desktop,5,email,591.25,427.58,1428.1,6291.1,2,0,0.19,3,1,2,54.21,simplify_field,0
1683,SESS00181,USER4413,desktop,6,credit_score_range,618.08,251.4,1822.9,8262.1,4,0,0.641,2,2,2,60.31,simplify_field,0
1684,SESS00181,USER4413,desktop,7,existing_debts,336.73,119.05,822.8,7171.9,4,0,0.18,2,1,0,27.02,no_action,0
1685,SESS00181,USER4413,desktop,8,annual_income,192.13,184.35,1438.1,6323.7,8,0,0.605,2,0,1,39.63,show_inline_hint,0
1686,SESS00182,USER2238,desktop,1,date_of_birth,144.1,239.2,1126.1,982.9,1,0,0.035,0,1,0,29.15,no_action,0
1687,SESS00182,USER2238,desktop,2,signature_confirmation,134.2,107.91,540.1,1606.1,2,0,0.506,0,0,0,19.76,no_action,0
1688,SESS00182,USER2238,desktop,3,annual_income,85.31,172.92,640.6,3595.4,2,0,0.068,1,0,1,21.87,no_action,0
1689,SESS00182,USER2238,desktop,4,tax_id_number,202.01,93.76,244.0,4581.6,3,0,0.039,1,2,0,13.58,no_action,0
1690,SESS00182,USER2238,desktop,5,full_name,385.21,140.9,1093.2,3565.7,4,0,0.284,0,0,0,30.93,show_inline_hint,0
1691,SESS00182,USER2238,desktop,6,credit_score_range,346.49,216.8,1583.1,2792.1,4,0,0.397,3,1,0,37.34,show_inline_hint,0
1692,SESS00182,USER2238,desktop,7,employment_status,164.27,211.99,912.3,2426.7,2,0,0.176,0,0,0,20.87,no_action,0
1693,SESS00182,USER2238,desktop,8,loan_amount,280.76,204.93,1602.3,7527.5,6,0,0.329,0,0,0,36.51,show_inline_hint,0
1694,SESS00182,USER2238,desktop,8,phone_number,593.29,36.69,1306.2,2478.4,3,0,0.422,2,3,0,39.44,show_inline_hint,0
1695,SESS00182,USER2238,desktop,8,routing_number,407.95,185.85,781.3,4214.9,1,0,0.196,1,2,1,22.87,no_action,0
1696,SESS00182,USER2238,desktop,8,address_line1,359.91,174.14,1629.6,7885.1,5,0,0.255,1,2,2,33.87,show_inline_hint,0
1697,SESS00182,USER2238,desktop,8,full_name,332.8,146.56,1159.3,3102.5,1,0,0.237,1,1,1,29.05,no_action,0
1698,SESS00182,USER2238,desktop,8,co_applicant_info,247.77,100.95,319.5,3643.3,1,0,0.094,0,0,0,11.81,no_action,0
1699,SESS00183,USER2339,desktop,1,loan_purpose,369.3,312.47,931.0,8581.8,2,0,0.64,6,1,2,51.91,simplify_field,0
1700,SESS00183,USER2339,desktop,2,address_line1,552.18,165.33,1440.1,4276.4,9,0,0.511,4,3,1,58.08,simplify_field,0
